travelCode,userCode,name,place,days,price,total,date,price_normalized
1051,9,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-10-08,0.3115623639314412
1052,9,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-10-15,0.7411233820211377
1053,9,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-10-22,0.3115623639314412
1055,9,Hotel K,Salvador (Bh),3,263.41,790.23,2020-11-05,0.8036258559949333
1065,9,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-01-14,0.4180026125163283
1067,9,Hotel K,Salvador (Bh),3,263.41,790.23,2021-01-28,0.8036258559949333
1077,9,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-04-08,0.0
1078,9,Hotel K,Salvador (Bh),3,263.41,790.23,2021-04-15,0.8036258559949333
1084,9,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-05-27,0.4180026125163283
1090,9,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-07-08,0.4180026125163283
1091,9,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-07-15,0.0
1093,9,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-07-29,0.0
1095,9,Hotel K,Salvador (Bh),1,263.41,263.41,2021-08-12,0.8036258559949333
1096,9,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2021-08-19,0.0
1101,9,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-09-23,0.7411233820211377
1103,9,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-10-07,0.9992479119661163
1106,9,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2021-10-28,0.0
1113,10,Hotel Bd,Natal (Rn),1,242.88,242.88,2019-10-03,0.7223607647547797
1119,10,Hotel K,Salvador (Bh),3,263.41,790.23,2019-11-14,0.8036258559949333
1125,10,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-12-26,0.7411233820211377
1133,10,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-02-20,0.7411233820211377
1136,10,Hotel K,Salvador (Bh),2,263.41,526.82,2020-03-12,0.8036258559949333
1139,10,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-04-02,0.0
1144,10,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-05-07,0.0
1150,10,Hotel K,Salvador (Bh),1,263.41,263.41,2020-06-18,0.8036258559949333
1151,10,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-06-25,0.4180026125163283
1157,10,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-08-06,0.7411233820211377
1160,10,Hotel K,Salvador (Bh),3,263.41,790.23,2020-08-27,0.8036258559949333
1162,10,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-09-10,0.7223607647547797
1164,10,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-09-24,0.0
1166,10,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-10-08,0.9999999999999999
1167,10,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-10-15,0.4180026125163283
1173,10,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-11-26,0.9999999999999999
1174,10,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-12-03,0.7411233820211377
1177,11,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2019-10-03,0.0
1180,11,Hotel A,Florianopolis (Sc),2,313.02,626.04,2019-10-24,0.9999999999999999
1183,11,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-11-14,0.7411233820211377
1184,11,Hotel K,Salvador (Bh),4,263.41,1053.64,2019-11-21,0.8036258559949333
1188,11,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2019-12-19,0.3115623639314412
1190,11,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-01-02,0.3115623639314412
1192,11,Hotel K,Salvador (Bh),2,263.41,526.82,2020-01-16,0.8036258559949333
1193,11,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-01-23,0.4180026125163283
1198,11,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-02-27,0.9999999999999999
1201,11,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-03-19,0.9999999999999999
1202,11,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-03-26,0.0
1204,11,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-04-09,0.7411233820211377
1209,11,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-05-14,0.3115623639314412
1213,11,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-06-11,0.7411233820211377
1220,11,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-07-30,0.4180026125163283
1222,11,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-08-13,0.9999999999999999
1226,11,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-09-10,0.7223607647547797
1227,11,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-09-17,0.4180026125163283
1238,11,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-12-03,0.7223607647547797
1250,11,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-02-25,0.7223607647547797
1252,11,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-03-11,0.5844515694889759
1255,11,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-04-01,0.3115623639314412
1257,11,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-04-15,0.7223607647547797
1262,11,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-05-20,0.3115623639314412
1263,11,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-05-27,0.8036258559949333
1268,11,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2021-07-01,0.9999999999999999
1270,11,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-07-15,0.4180026125163283
1271,11,Hotel Au,Recife (Pe),3,312.83,938.49,2021-07-22,0.9992479119661163
1274,11,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-08-12,0.9999999999999999
1276,11,Hotel A,Florianopolis (Sc),1,313.02,313.02,2021-08-26,0.9999999999999999
1278,11,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-09-09,0.5844515694889759
1280,11,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-09-23,0.7411233820211377
1281,11,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-09-30,0.4180026125163283
1282,11,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-10-07,0.7223607647547797
1283,11,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2021-10-14,0.3115623639314412
1289,11,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-11-25,0.3115623639314412
1290,11,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-12-02,0.5844515694889759
1292,11,Hotel K,Salvador (Bh),2,263.41,526.82,2021-12-16,0.8036258559949333
1294,11,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-12-30,0.8036258559949333
1299,11,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-02-03,0.7223607647547797
1301,11,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2022-02-17,0.4180026125163283
1303,11,Hotel Bp,Brasilia (Df),4,247.62,990.48,2022-03-03,0.7411233820211377
1316,11,Hotel Bp,Brasilia (Df),2,247.62,495.24,2022-06-02,0.7411233820211377
1319,11,Hotel Z,Aracaju (Se),3,208.04,624.12,2022-06-23,0.5844515694889759
1322,11,Hotel Bd,Natal (Rn),2,242.88,485.76,2022-07-14,0.7223607647547797
1325,11,Hotel K,Salvador (Bh),3,263.41,790.23,2022-08-04,0.8036258559949333
1327,11,Hotel A,Florianopolis (Sc),3,313.02,939.06,2022-08-18,0.9999999999999999
1328,11,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2022-08-25,0.0
1334,11,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-10-06,0.5844515694889759
1349,11,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2023-01-19,0.3115623639314412
1350,11,Hotel Z,Aracaju (Se),3,208.04,624.12,2023-01-26,0.5844515694889759
1357,11,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2023-03-16,0.0
1362,11,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2023-04-20,0.4180026125163283
1365,11,Hotel Bd,Natal (Rn),1,242.88,242.88,2023-05-11,0.7223607647547797
1368,12,Hotel Bd,Natal (Rn),1,242.88,242.88,2019-09-26,0.7223607647547797
1369,12,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-10-03,0.4180026125163283
1371,12,Hotel Z,Aracaju (Se),1,208.04,208.04,2019-10-17,0.5844515694889759
1378,12,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-12-05,0.4180026125163283
1380,12,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-12-19,0.4180026125163283
1383,12,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-01-09,0.7223607647547797
1388,12,Hotel Au,Recife (Pe),1,312.83,312.83,2020-02-13,0.9992479119661163
1389,12,Hotel Au,Recife (Pe),2,312.83,625.66,2020-02-20,0.9992479119661163
1391,12,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-03-05,0.4180026125163283
1396,12,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-04-09,0.7411233820211377
1397,12,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-04-16,0.8036258559949333
1398,12,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-04-23,0.0
1400,12,Hotel K,Salvador (Bh),1,263.41,263.41,2020-05-07,0.8036258559949333
1404,12,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-06-04,0.4180026125163283
1405,12,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-06-11,0.3115623639314412
1407,12,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-06-25,0.9999999999999999
1408,12,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-07-02,0.3115623639314412
1412,12,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-07-30,0.7223607647547797
1414,12,Hotel Au,Recife (Pe),1,312.83,312.83,2020-08-13,0.9992479119661163
1415,12,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-08-20,0.9999999999999999
1417,12,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-09-03,0.5844515694889759
1420,12,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-09-24,0.4180026125163283
1425,12,Hotel Au,Recife (Pe),1,312.83,312.83,2020-10-29,0.9992479119661163
1429,12,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-11-26,0.5844515694889759
1431,12,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-12-10,0.3115623639314412
1435,12,Hotel Bd,Natal (Rn),4,242.88,971.52,2021-01-07,0.7223607647547797
1440,13,Hotel Au,Recife (Pe),4,312.83,1251.32,2019-10-10,0.9992479119661163
1441,13,Hotel K,Salvador (Bh),2,263.41,526.82,2019-10-17,0.8036258559949333
1442,13,Hotel Z,Aracaju (Se),2,208.04,416.08,2019-10-24,0.5844515694889759
1443,13,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-10-31,0.7411233820211377
1444,13,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-11-07,0.4180026125163283
1445,13,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-11-14,0.4180026125163283
1447,13,Hotel Au,Recife (Pe),2,312.83,625.66,2019-11-28,0.9992479119661163
1453,13,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-01-09,0.9999999999999999
1454,13,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-01-16,0.8036258559949333
1456,13,Hotel K,Salvador (Bh),2,263.41,526.82,2020-01-30,0.8036258559949333
1463,13,Hotel K,Salvador (Bh),3,263.41,790.23,2020-03-19,0.8036258559949333
1466,13,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-09,0.3115623639314412
1470,13,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-05-07,0.0
1476,13,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-06-18,0.8036258559949333
1479,13,Hotel Au,Recife (Pe),2,312.83,625.66,2020-07-09,0.9992479119661163
1482,13,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-07-30,0.0
1483,13,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-08-06,0.4180026125163283
1495,13,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-10-29,0.7223607647547797
1496,13,Hotel K,Salvador (Bh),3,263.41,790.23,2020-11-05,0.8036258559949333
1499,13,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-11-26,0.9999999999999999
1503,13,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-12-24,0.7223607647547797
1505,13,Hotel Au,Recife (Pe),2,312.83,625.66,2021-01-07,0.9992479119661163
1507,13,Hotel Au,Recife (Pe),1,312.83,312.83,2021-01-21,0.9992479119661163
1508,13,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-01-28,0.0
1518,13,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-04-08,0.4180026125163283
1524,13,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-05-20,0.9992479119661163
1525,13,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-05-27,0.4180026125163283
1526,13,Hotel K,Salvador (Bh),3,263.41,790.23,2021-06-03,0.8036258559949333
1528,13,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-06-17,0.4180026125163283
1534,13,Hotel Z,Aracaju (Se),4,208.04,832.16,2021-07-29,0.5844515694889759
1535,13,Hotel Z,Aracaju (Se),4,208.04,832.16,2021-08-05,0.5844515694889759
1536,13,Hotel K,Salvador (Bh),1,263.41,263.41,2021-08-12,0.8036258559949333
1538,13,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-08-26,0.3115623639314412
1539,13,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-09-02,0.8036258559949333
1540,13,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-09-09,0.0
1546,13,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-10-21,0.5844515694889759
1548,13,Hotel K,Salvador (Bh),1,263.41,263.41,2021-11-04,0.8036258559949333
1554,13,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-12-16,0.0
1556,13,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-12-30,0.8036258559949333
1557,13,Hotel Bd,Natal (Rn),4,242.88,971.52,2022-01-06,0.7223607647547797
1566,13,Hotel Z,Aracaju (Se),3,208.04,624.12,2022-03-10,0.5844515694889759
1575,13,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-05-12,0.0
1576,13,Hotel Bp,Brasilia (Df),4,247.62,990.48,2022-05-19,0.7411233820211377
1587,13,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-08-04,0.0
1592,13,Hotel Z,Aracaju (Se),2,208.04,416.08,2022-09-08,0.5844515694889759
1602,13,Hotel Bd,Natal (Rn),3,242.88,728.64,2022-11-17,0.7223607647547797
1604,13,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-12-01,0.0
1607,13,Hotel Bp,Brasilia (Df),4,247.62,990.48,2022-12-22,0.7411233820211377
1610,13,Hotel Bd,Natal (Rn),3,242.88,728.64,2023-01-12,0.7223607647547797
1612,13,Hotel Z,Aracaju (Se),3,208.04,624.12,2023-01-26,0.5844515694889759
1618,14,Hotel K,Salvador (Bh),2,263.41,526.82,2019-10-03,0.8036258559949333
1621,14,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-10-24,0.4180026125163283
1622,14,Hotel Bd,Natal (Rn),3,242.88,728.64,2019-10-31,0.7223607647547797
1625,14,Hotel K,Salvador (Bh),1,263.41,263.41,2019-11-21,0.8036258559949333
1636,14,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-02-06,0.9999999999999999
1640,14,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-03-05,0.8036258559949333
1642,14,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-03-19,0.0
1651,14,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-05-21,0.4180026125163283
1652,14,Hotel K,Salvador (Bh),3,263.41,790.23,2020-05-28,0.8036258559949333
1663,15,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2019-11-07,0.0
1666,15,Hotel Au,Recife (Pe),1,312.83,312.83,2019-11-28,0.9992479119661163
1670,15,Hotel A,Florianopolis (Sc),1,313.02,313.02,2019-12-26,0.9999999999999999
1673,15,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-01-16,0.7411233820211377
1676,15,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-02-06,0.5844515694889759
1679,15,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-02-27,0.7223607647547797
1680,15,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-03-05,0.0
1685,15,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-04-09,0.0
1686,15,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-04-16,0.9992479119661163
1689,15,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-05-07,0.3115623639314412
1690,15,Hotel Au,Recife (Pe),3,312.83,938.49,2020-05-14,0.9992479119661163
1696,15,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-06-25,0.5844515694889759
1699,15,Hotel K,Salvador (Bh),1,263.41,263.41,2020-07-16,0.8036258559949333
1705,15,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-08-27,0.4180026125163283
1712,15,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-10-15,0.4180026125163283
1713,15,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-10-22,0.0
1719,15,Hotel K,Salvador (Bh),1,263.41,263.41,2020-12-03,0.8036258559949333
1722,15,Hotel Au,Recife (Pe),3,312.83,938.49,2020-12-24,0.9992479119661163
1733,15,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-03-11,0.8036258559949333
1735,15,Hotel Au,Recife (Pe),2,312.83,625.66,2021-03-25,0.9992479119661163
1737,15,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-04-08,0.5844515694889759
1739,15,Hotel Z,Aracaju (Se),2,208.04,416.08,2021-04-22,0.5844515694889759
1740,15,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-04-29,0.9999999999999999
1744,15,Hotel Au,Recife (Pe),2,312.83,625.66,2021-05-27,0.9992479119661163
1745,15,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-06-03,0.8036258559949333
1747,15,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-06-17,0.5844515694889759
1748,15,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-06-24,0.0
1751,15,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-07-15,0.0
1752,15,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-07-22,0.7223607647547797
1755,15,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-08-12,0.4180026125163283
1756,15,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-08-19,0.0
1757,15,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2021-08-26,0.3115623639314412
1761,15,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-09-23,0.7223607647547797
1765,15,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-10-21,0.0
1770,15,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-11-25,0.7411233820211377
1774,15,Hotel K,Salvador (Bh),2,263.41,526.82,2021-12-23,0.8036258559949333
1777,15,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-01-13,0.7223607647547797
1778,15,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2022-01-20,0.3115623639314412
1779,15,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2022-01-27,0.0
1784,15,Hotel A,Florianopolis (Sc),3,313.02,939.06,2022-03-03,0.9999999999999999
1785,15,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2022-03-10,0.3115623639314412
1787,15,Hotel K,Salvador (Bh),2,263.41,526.82,2022-03-24,0.8036258559949333
1789,15,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2022-04-07,0.0
1792,15,Hotel K,Salvador (Bh),3,263.41,790.23,2022-04-28,0.8036258559949333
1794,15,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-05-12,0.4180026125163283
1797,15,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-06-02,0.4180026125163283
1804,15,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2022-07-21,0.4180026125163283
1805,16,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-09-26,0.7411233820211377
1808,16,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2019-10-17,0.0
1811,16,Hotel Z,Aracaju (Se),3,208.04,624.12,2019-11-07,0.5844515694889759
1812,16,Hotel Z,Aracaju (Se),4,208.04,832.16,2019-11-14,0.5844515694889759
1817,16,Hotel Z,Aracaju (Se),2,208.04,416.08,2019-12-19,0.5844515694889759
1819,16,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-01-02,0.9999999999999999
1823,16,Hotel Au,Recife (Pe),2,312.83,625.66,2020-01-30,0.9992479119661163
1827,16,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-02-27,0.4180026125163283
1828,16,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-03-05,0.0
1832,16,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-04-02,0.4180026125163283
1833,16,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-04-09,0.4180026125163283
1836,16,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-04-30,0.0
1843,16,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-06-18,0.7223607647547797
1852,16,Hotel K,Salvador (Bh),3,263.41,790.23,2020-08-20,0.8036258559949333
1854,16,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-09-03,0.4180026125163283
1856,16,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-09-17,0.9999999999999999
1859,16,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-10-08,0.9999999999999999
1863,16,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-11-05,0.7223607647547797
1865,16,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-11-19,0.5844515694889759
1867,16,Hotel Au,Recife (Pe),3,312.83,938.49,2020-12-03,0.9992479119661163
1868,16,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-12-10,0.5844515694889759
1869,16,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-12-17,0.9999999999999999
1873,16,Hotel Au,Recife (Pe),1,312.83,312.83,2021-01-14,0.9992479119661163
1877,16,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-02-11,0.9999999999999999
1881,16,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-03-11,0.3115623639314412
1883,16,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-03-25,0.3115623639314412
1884,16,Hotel K,Salvador (Bh),3,263.41,790.23,2021-04-01,0.8036258559949333
1898,16,Hotel Au,Recife (Pe),3,312.83,938.49,2021-07-08,0.9992479119661163
1899,16,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-07-15,0.8036258559949333
1907,16,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-09-09,0.9992479119661163
1908,16,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-09-16,0.4180026125163283
1911,16,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-10-07,0.4180026125163283
1914,16,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-10-28,0.0
1915,16,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-11-04,0.4180026125163283
1916,16,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-11-11,0.4180026125163283
1917,16,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-11-18,0.4180026125163283
1930,16,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2022-02-17,0.4180026125163283
1934,16,Hotel K,Salvador (Bh),1,263.41,263.41,2022-03-17,0.8036258559949333
1935,16,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2022-03-24,0.3115623639314412
1936,16,Hotel Au,Recife (Pe),1,312.83,312.83,2022-03-31,0.9992479119661163
1937,16,Hotel Au,Recife (Pe),1,312.83,312.83,2022-04-07,0.9992479119661163
1940,16,Hotel Bp,Brasilia (Df),1,247.62,247.62,2022-04-28,0.7411233820211377
1947,16,Hotel K,Salvador (Bh),4,263.41,1053.64,2022-06-16,0.8036258559949333
1948,16,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2022-06-23,0.4180026125163283
1952,16,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-07-21,0.7223607647547797
1953,16,Hotel K,Salvador (Bh),2,263.41,526.82,2022-07-28,0.8036258559949333
1955,16,Hotel K,Salvador (Bh),1,263.41,263.41,2022-08-11,0.8036258559949333
1956,16,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2022-08-18,0.3115623639314412
1957,16,Hotel Bd,Natal (Rn),4,242.88,971.52,2022-08-25,0.7223607647547797
1960,16,Hotel Bp,Brasilia (Df),1,247.62,247.62,2022-09-15,0.7411233820211377
1974,17,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2019-12-26,0.3115623639314412
1976,17,Hotel Au,Recife (Pe),3,312.83,938.49,2020-01-09,0.9992479119661163
1978,17,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-01-23,0.7223607647547797
1988,17,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-02,0.3115623639314412
1992,17,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-04-30,0.7411233820211377
1993,17,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-05-07,0.7411233820211377
1996,17,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-05-28,0.5844515694889759
1997,17,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-06-04,0.5844515694889759
2004,18,Hotel Bd,Natal (Rn),4,242.88,971.52,2019-10-31,0.7223607647547797
2005,18,Hotel K,Salvador (Bh),3,263.41,790.23,2019-11-07,0.8036258559949333
2006,18,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-11-14,0.7411233820211377
2016,18,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-01-23,0.0
2020,18,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-02-20,0.9999999999999999
2022,18,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-03-05,0.7223607647547797
2024,18,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-03-19,0.9999999999999999
2030,18,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-04-30,0.9999999999999999
2034,18,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-05-28,0.0
2037,18,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-06-18,0.9999999999999999
2041,18,Hotel K,Salvador (Bh),1,263.41,263.41,2020-07-16,0.8036258559949333
2045,18,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-08-13,0.7223607647547797
2049,18,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-09-10,0.9999999999999999
